name,"l_mean,l_std",l_entropy,"a_mean,a_std","a_entropy,b_mean",b_std,b_entropy,curvature_mean,curvature_std,curvature_entropy,curvature_ggd1,curvature_ggd2,curvature_aggd1,curvature_aggd2,curvature_aggd3,curvature_aggd4,curvature_gamma1,curvature_gamma2,anisotropy_mean,anisotropy_std,anisotropy_entropy,"anisotropy_ggd1,anisotropy_ggd2",anisotropy_aggd1,anisotropy_aggd2,anisotropy_aggd3,anisotropy_aggd4,anisotropy_gamma1,anisotropy_gamma2,linearity_mean,linearity_std,linearity_entropy,linearity_ggd1,linearity_ggd2,linearity_aggd1,linearity_aggd2,linearity_aggd3,linearity_aggd4,linearity_gamma1,linearity_gamma2,planarity_mean,planarity_std,planarity_entropy,planarity_ggd1,planarity_ggd2,planarity_aggd1,planarity_aggd2,planarity_aggd3,planarity_aggd4,planarity_gamma1,planarity_gamma2,sphericity_mean,sphericity_std,sphericity_entropy,sphericity_ggd1,sphericity_ggd2,sphericity_aggd1,sphericity_aggd2,sphericity_aggd3,sphericity_aggd4,sphericity_gamma1,sphericity_gamma2
models/soldier/soldier_vox10_0536.ply,41.71703434144262,11.841074162266386,6.918866954220458,2.2291680860089347,1.4153804940976151,5.895207192498778,1.9300035451550117,2.8623172335081217,5.952144402480455,0.06937387,0.024645092,4.4433138232107465,10.000000000000007,0.0736214,1.0930000000000009,-0.22672793414154094,1.1694835,0.855566,7.923760894323095,0.008755169937891468,0.86944515,0.04991039,4.35836657086282,10.000000000000007,0.87087655,0.9980000000000007,0.14933464048342124,0.9030657,1.1143626,303.4609878652409,0.0028650970123063686,0.2671307,0.1385175,4.595399877943696,10.000000000000007,0.30090845,3.746000000000003,0.14511943872313823,0.9140845,1.0872093,3.719107409330036,0.07182656584200277,0.60231483,0.13738143,4.530660008849457,10.000000000000007,0.61778355,2.6190000000000024,-0.02129351297519872,1.0133876,0.98738754,19.221682950003242,0.03133517758023979,0.13055463,0.049910393,4.35836657086282,10.000000000000007,0.13976972,0.9980000000000007,-0.14933013302961998,1.1143591,0.9030686,6.842314341807651,0.019080477359338262
models/soldier/soldier_vox10_0537.ply,41.693204952880215,11.834962612868212,6.917928855920956,2.22690428285497,1.409794889534908,5.821743895660385,1.9304597292935555,2.857149918521382,6.015059315173656,0.06941476,0.024844812,4.457185164094169,10.000000000000007,0.07372705,1.0710000000000008,-0.21629678002257102,1.1628916,0.86201566,7.806073122297278,0.008892403745224247,0.8693765,0.0503952,4.371088251125938,10.000000000000007,0.8708359,0.9760000000000006,0.1368253556204249,0.910967,1.1056616,297.6033653937375,0.002921258858641793,0.26751542,0.13879691,4.607729853005911,10.000000000000007,0.30137855,3.6790000000000034,0.1495848324111199,0.9116012,1.0902181,3.714825699191593,0.07201291720875666,0.6018611,0.1378895,4.565980576030775,10.000000000000007,0.6174547,2.589000000000002,-0.023412230207563552,1.014716,0.986102,19.05155792297228,0.03159117342225824,0.13062356,0.0503952,4.371088251125938,10.000000000000007,0.14000775,0.9760000000000006,-0.13682631905124248,1.1056623,0.91096634,6.718388646085316,0.019442692154490182
models/soldier/soldier_vox10_0538.ply,41.69499289833135,11.8238022203144,6.918944409209907,2.2279585517243077,1.4068415812118003,5.991780120445654,1.933585779498883,2.8526032065077955,5.8281952025008295,0.06933665,0.024576636,4.437498264884651,10.000000000000007,0.07356346,1.1040000000000008,-0.23328969179523956,1.1742538,0.85198057,7.959417715370876,0.008711271365460954,0.8695584,0.04972425,4.426165042227127,10.000000000000007,0.870979,1.0080000000000007,0.15220579649137256,0.9011801,1.1160051,305.8168989900878,0.002843395641451516,0.26758286,0.1386334,4.611755510029358,10.000000000000007,0.30136326,3.685000000000003,0.1489838225748318,0.9119605,1.0898447,3.7254722434461343,0.07182522354820481,0.60197544,0.13738307,4.533661153425979,10.000000000000007,0.61745334,2.6080000000000023,-0.0209193381638118,1.0131503,0.9875984,19.199566848405084,0.031353592257941154,0.13044152,0.04972425,4.426170504830708,10.000000000000007,0.1395976,1.0080000000000007,-0.15220410727019107,1.1160038,0.90118116,6.881698282734078,0.018954843604166972
models/soldier/soldier_vox10_0539.ply,41.69379209146515,11.832933180691105,6.91973469307114,2.2262589020606405,1.4032523607610947,5.843995477124281,1.9315476642292426,2.853220498975287,6.012318333231932,0.06941526,0.024748424,4.4520888444544955,10.000000000000007,0.07369508,1.0840000000000007,-0.22230887929485843,1.1668801,0.8585002,7.867110531772198,0.008823475996787353,0.86937535,0.050158948,4.366566159304916,10.000000000000007,0.8708212,0.9890000000000008,0.14389895240114806,0.9066177,1.1106884,300.4126629227685,0.0028939373519625724,0.26756024,0.13857101,4.608137555722835,10.000000000000007,0.30131447,3.6630000000000034,0.14880676392989445,0.9120147,1.0897428,3.7281970260398936,0.07176665575877429,0.60181516,0.13743085,4.539225504766781,10.000000000000007,0.6173076,2.586000000000002,-0.02138851217251721,1.0134398,0.9872966,19.176005962948693,0.03138375761567176,0.13062459,0.050158948,4.366566159304916,10.000000000000007,0.13992395,0.9890000000000008,-0.14389781759743936,1.1106875,0.90661836,6.781932796666808,0.019260674795881477
models/soldier/soldier_vox10_0540.ply,41.68584761360148,11.813454315498351,6.9204062318716,2.224464014499335,1.4036091855686106,5.9069086920224185,1.9265486654550987,2.8552543467958467,6.003480198912947,0.06933007,0.024619792,4.444510083787399,10.000000000000007,0.07357169,1.0980000000000008,-0.2287466832871828,1.1711226,0.8547371,7.9300318183573495,0.008742722029738545,0.86957717,0.04982262,4.431957740746806,10.000000000000007,0.8710033,1.0030000000000008,0.14831450928778028,0.9036375,1.1132292,304.6236230730756,0.002854595379098319,0.26759022,0.13848662,4.61838338239466,10.000000000000007,0.30130222,3.669000000000003,0.14727254884742744,0.9129175,1.0887982,3.7335777124855127,0.07167125955778542,0.6019869,0.1374049,4.539392568334584,10.000000000000007,0.61746943,2.6060000000000025,-0.020792279660494913,1.0130696,0.9876713,19.194197537363152,0.031362961001626694,0.13042276,0.049822614,4.431968508036764,10.000000000000007,0.1396151,1.0030000000000008,-0.1483132017582447,1.1132283,0.90363854,6.852579742333148,0.019032649462950548
models/soldier/soldier_vox10_0541.ply,41.69825993852702,11.814793145434132,6.919957889872162,2.2243834451013025,1.403254104131049,5.873108882189854,1.9263730586755465,2.854521941240158,6.041913856750415,0.06947601,0.02463888,4.441924291603469,10.000000000000007,0.073715575,1.0910000000000009,-0.22715690795112636,1.1704354,0.85579306,7.951118194356241,0.00873789201422783,0.8692377,0.04993531,4.428195684902712,10.000000000000007,0.8706708,0.9940000000000007,0.1487441505700976,0.9037139,1.1143876,303.01352870046685,0.002868643410349337,0.2671252,0.1382526,4.610579019185387,10.000000000000007,0.3007818,3.698000000000003,0.14570592484887007,0.9137343,1.0876732,3.7332188486334985,0.07155358601579768,0.6021125,0.13711141,4.534164830571269,10.000000000000007,0.6175264,2.6120000000000023,-0.0223367486936621,1.0140533,0.98677355,19.284505808991526,0.031222602636843743,0.13076231,0.04993531,4.428195684902712,10.000000000000007,0.13997255,0.9940000000000007,-0.14874473973600902,1.114388,0.9037134,6.85725144209124,0.019069200524425987
models/soldier/soldier_vox10_0542.ply,41.69882745504421,11.831146513000721,6.923405489775259,2.224419889141583,1.4022778972233014,5.971301815211485,1.923464604732507,2.856609166960442,6.037197956476725,0.06939162,0.024770383,4.465040406572689,10.000000000000007,0.073680185,1.0860000000000007,-0.22259838559164766,1.1669126,0.8582612,7.847821621479852,0.00884215111209997,0.8694476,0.05017121,4.397432452189529,10.000000000000007,0.87089396,0.9920000000000007,0.14418254570152753,0.9063749,1.1106914,300.31567576050656,0.002895112067441035,0.2678454,0.13859011,4.5970263088859085,10.000000000000007,0.30157638,3.6520000000000032,0.14523168559138544,0.9140096,1.087495,3.7351179363670326,0.0717100205607171,0.6016023,0.13752928,4.542870060708083,10.000000000000007,0.6171219,2.5900000000000025,-0.01853114377901204,1.0116371,0.98898935,19.135026149161604,0.031439851538697924,0.13055253,0.050171208,4.397432452189529,10.000000000000007,0.13986103,0.9920000000000007,-0.14418511147947366,1.1106933,0.90637314,6.771141003919695,0.019280728051158977
models/soldier/soldier_vox10_0543.ply,41.71149363673039,11.829380346812009,6.926826277093909,2.2243692045914805,1.4014521380623761,5.9820491224923025,1.9259036628113009,2.8552332237024487,5.983457162421968,0.06943074,0.024730306,4.4527987111848075,10.000000000000007,0.07370353,1.0820000000000007,-0.22391719249173192,1.1682031,0.8574606,7.882156011754034,0.008808596990241868,0.869352,0.050109114,4.367054990413813,10.000000000000007,0.8707948,0.9870000000000008,0.1452101621852088,0.9057373,1.1117731,300.9943190876256,0.00288826711305391,0.26744583,0.13856746,4.587658126848908,10.000000000000007,0.30121127,3.677000000000003,0.14614490214840956,0.9135347,1.0880489,3.7252002801374715,0.07179368193664958,0.6019061,0.13757408,4.538818415450488,10.000000000000007,0.6174281,2.593000000000002,-0.018679823560364996,1.0117292,0.988902,19.14188506292794,0.03144445539489533,0.13064815,0.0501091,4.367054990413813,10.000000000000007,0.13992804,0.9870000000000008,-0.14521272468684135,1.1117752,0.9057357,6.797884216611294,0.019218944947600805
models/soldier/soldier_vox10_0544.ply,41.707180369010025,11.834494636481327,6.921768798156757,2.2228809100649207,1.3977280349270491,6.016748791334228,1.9230291559598052,2.853144751886258,5.979180511199186,0.06933925,0.024724118,4.453708741830871,10.000000000000007,0.07361532,1.0950000000000009,-0.2280909317399066,1.170955,0.8552812,7.865331823159124,0.0088158070945351,0.86955523,0.050078187,4.36770671066832,10.000000000000007,0.87099606,0.9980000000000007,0.14595737806564432,0.90519077,1.1117091,301.5071161231608,0.0028840286557468846,0.2678941,0.13856128,4.586010334566483,10.000000000000007,0.30160645,3.677000000000003,0.14531101861789897,0.9139759,1.0874944,3.738031546343393,0.07166715522055563,0.60166126,0.13739467,4.540893319251177,10.000000000000007,0.61714935,2.5900000000000025,-0.01741527401786553,1.0109304,0.98964643,19.176302472844554,0.03137525225210833,0.1304448,0.05007818,4.36770671066832,10.000000000000007,0.13972712,0.9980000000000007,-0.14595800995169123,1.1117097,0.90519047,6.785108415657305,0.019225158383460807
models/soldier/soldier_vox10_0545.ply,41.71702032440882,11.826172445965401,6.923195539693645,2.2249645110105103,1.3993721875548322,5.979110697515333,1.9296761794422534,2.8538669947074293,6.024151942005079,0.06925216,0.024645263,4.451663395149256,10.000000000000007,0.07350678,1.0960000000000008,-0.2278920716433758,1.1703725,0.8550391,7.895874574744312,0.008770677103347451,0.8697311,0.049894597,4.3658775972079225,10.000000000000007,0.87116075,1.0000000000000007,0.14675701238887345,0.9044825,1.1120282,303.85291844083986,0.002862342782294755,0.2677138,0.13872778,4.604309242657864,10.000000000000007,0.30152288,3.7340000000000035,0.14696565662127592,0.9131574,1.0885133,3.72404535199189,0.07188789903773186,0.60201687,0.1375471,4.539958179283543,10.000000000000007,0.61753035,2.6150000000000024,-0.020319906040591442,1.0127639,0.98794955,19.156437204228723,0.031426345191457254,0.1302692,0.049894594,4.3658775972079225,10.000000000000007,0.13949743,1.0000000000000007,-0.1467637980314837,1.1120332,0.9044779,6.816742395856693,0.019110183014094097
